player_id,player_name,position,team,bye_week,age,injury_status,projection_points,projection_rank,position_rank,tier,ceiling_projection,floor_projection,adp,adp_rank,expert_rank,projection_source,archetype_primary,archetype_confidence,injury_risk,durability_grade,boom_score,bust_score,stability_score,archetype
10229.0,Rashee Rice,WR,KC,5.0,26.0,Active,224.0,7.0,12.0,4.0,,,25.1,24.0,27.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
6770.0,Joe Burrow,QB,CIN,6.0,29.0,Active,311.0,7.0,4.0,5.0,,,68.5,69.0,45.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
10859.0,Sam LaPorta,TE,DET,6.0,25.0,Active,148.4,7.0,7.0,7.0,,,91.7,93.0,84.0,real,receiving_te,0.27,30.0,,,,70.0,STEADY
6794.0,Justin Jefferson,WR,MIN,6.0,27.0,Active,220.3,8.0,6.0,2.0,,,10.3,10.0,10.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
12527.0,Ashton Jeanty,RB,LV,13.0,22.0,Active,247.5,8.0,6.0,3.0,,,11.5,12.0,13.0,real,bellcow_rb,0.301,30.0,,,,70.0,STEADY
8183.0,Brock Purdy,QB,SF,8.0,26.0,Active,307.4,8.0,12.0,8.0,,,99.5,99.0,92.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
5022.0,Dallas Goedert,TE,PHI,10.0,31.0,Active,146.5,8.0,14.0,9.0,,,134.6,135.0,122.0,real,receiving_te,0.413,30.0,,,,70.0,STEADY
9224.0,Chase Brown,RB,CIN,6.0,26.0,Active,245.7,9.0,8.0,3.0,,,15.9,16.0,16.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
5859.0,A.J. Brown,WR,NE,11.0,29.0,Active,213.1,9.0,10.0,4.0,,,18.6,19.0,22.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
9484.0,Tucker Kraft,TE,GB,11.0,25.0,Questionable,145.2,9.0,5.0,7.0,,,79.5,78.0,65.0,real,unclassified,0.0,65.0,,,,35.0,UNKNOWN
